Id,Sentence,Categories,Head,Target Party,Specificity,Split
1,Labor is today releasing its positive plan for New South Wales.,Assertive,4,Labor,,
2,"As Australia’s most populous state and home to our largest city, the success of New South Wales is integral to the success of our nation.",Assertive,3,Labor,,
3,"When middle and working class families in New South Wales succeed, all of Australia can prosper.",Assertive,1,Labor,,
4,"Labor will build the infrastructure that the people of New South Wales need – to reduce congestion, improve travel times, create well-paying jobs and drive long-term growth across the state.",Commissive-A,20,Labor,Vague,
5,We have developed more than 100 positive policies for New South Wales families.,Assertive,6,Labor,,
6,<LIST> A Shorten Labor Government will:,Assertive,7#8#9#10#11#12#13#14#15#16,Labor,,1.0
7,<li> Invest in job-creating infrastructure projects – including $175 million to boost rail freight at Port Botany. </li>,Commissive-A,17#20,Labor,Specific,
8,"<li> Tackle traffic congestion in Western Sydney – Labor will support a missing rail link connecting north-west and south-west Sydney, invest in planning work for a third crossing of the Hawkesbury River, and kick start the critical upgrade of the Appin Road. </li>",Commissive-A,17#20,Labor,Specific,
9,"<li> Invest in regional and rural New South Wales – such as commencing the duplication of the Barton Highway, upgrading the Moruya regional airport, completing the Maldon-Dombarton rail project in the Illawarra, and upgrading roads on the Central Coast and in the Hunter. </li>",Commissive-A,17#20,Labor,Specific,
10,<li> Invest in hospitals – New South Wales hospitals will receive $630 million more than they would under the Liberals over the next four years. </li>,Commissive-A,17#20,Labor,Specific,
11,<li> Give Western Sydney the health care it deserves by delivering much needed funding to redevelop the Nepean Hospital. </li>,Commissive-A,17#20,Labor,Specific,
12,"<li> Deliver the New Jobs Tax Cut – so more people can fulfill their potential in the workforce, and small businesses have more support to hire new workers. </li>",Commissive-A,17#20,Labor,Specific,
13,"<li> Protect Medicare – Labor will reverse the Liberals’ freeze on the Medicare Benefits Schedule, meaning an average family with two children will be $400 better off. </li>",Commissive-A,17#20,Labor,Specific,
14,<li> Fight to protect penalty rates for some of New South Wales’ lowest paid workers. </li>,Commissive-A,17#20,Labor,Specific,
15,"<li> Invest in schools – including $1.4 billion more in targeted, needs-based funding for New South Wales schools in 2018 and 2019 alone, compared to the Liberals. </li>",Commissive-A,17#20,Labor,Specific,
16,"<li> Deliver child care support that is faster, fairer and more affordable for local families. </li> </LIST>",Commissive-A,17#20,Labor,Vague,
17,These are just some of our positive policies for New South Wales.,Assertive,,Labor,,
18,"This election, there is a clear choice for New South Wales.",Assertive,,Labor,,
19,"Malcolm Turnbull and the Liberals will cut from local schools, hospitals and Medicare, while recklessly spending $50 billion on a tax break for big business and the banks.",Assertive-V,18,Liberal,,
20,"A Shorten Labor Government will save Medicare, invest in our schools and hospitals, and support job-creating infrastructure.",Commissive-A,,Labor,Vague,
21,We will put people first.,Commissive-A,20#18,Labor,Vague,
