Id,Sentence,Categories,Head,Target Party,Specificity,Split
1,"A re-elected Turnbull Coalition Government will improve safe and affordable access to frontline diagnostic imaging services helping Australians with the early detection and management of cancer, neurological disorders and other conditions.",Commissive-O,,Liberal,,
2,Minister for Health Sussan Ley made the announcement as part of a broader package of measures agreed with the Australian Diagnostic Imaging Association today to strengthen the industry and ensure taxpayer dollars were targeted where they would help patients the most.,Assertive-S,1#3#4#12#15,Liberal,,
3,"Ms Ley said this included a re-elected Turnbull Coalition Government immediately commissioning an independent evaluation, in consultation with the sector, of the commercial pressures facing diagnostic imaging providers.",Commissive-A,1#4#11,Liberal,Specific,
4,Ms Ley said it would also help identify areas where taxpayer investment could be better targeted to help improve patient access to affordable and safe scans and imaging procedures – an investment estimated to be worth as much as $50 million per year subject to the outcome of the evaluation.,Assertive-V,,Liberal,,
5,"“The Coalition is committed to ensuring access to affordable diagnostic imaging for all Australians,” Ms Ley said.",Assertive,6#7,Liberal,,
6,"“Key to this is ensuring we have a strong, healthy and sustainable diagnostic imaging sector and ensuring investment in frontline scans and imaging procedures is targeted where it will help patients the most.",Assertive,11,Liberal,,
7,"“Diagnostic imaging scans, such as CT, mammograms and ultrasounds, are best practice in the diagnosis of many cancers, neurological disorders and orthopaedic soft tissue injuries. ",Assertive,8,Other,,
8,"It is regarded as the ‘front line’ tool in the diagnosis of many serious and life threatening conditions, including breast cancer.",Assertive,10,Other,,
9,"“Advancing technology in many areas of the health system creates a much more efficient and automated service, leading to decreased costs.",Assertive,10,Other,,
10,"However this is not the case for most diagnostic imaging services which need specialist doctors to supervise the examination and analyse the results, not machines.",Assertive,11,Other,,
11,“This independent evaluation will ensure we can work together with the diagnostic imaging sector to pinpoint exactly where possible improvements can be made in the broader system and ensure this significant additional investment is targeted where it will have the most benefit for patients.”,Assertive-V,,Liberal,,
12,"Ms Ley said, after many months of constructive consultations with the Australian Diagnostic Imaging Association and its members, it was clear there were broader concerns about the unique commercial and regulatory environment within which they operated and how Government investment was being targeted.",Assertive-V,,Liberal,,
13,"Ms Ley said this included an understanding there was a need to align the MBS schedule fees on some items, which may not adequately reflect the actual cost of delivering the service.",Assertive-V,12#14,Liberal,,
