Id,Sentence,Categories,Target Party,Specificity,Split
1,"Today there is yet more evidence of the overwhelming damage of Mr Turnbull’s Medicare cuts, with the Victorian Government issuing a dire warning that Mr Turnbull’s Medicare rebate freeze will rip $230 million out of the pockets of Victorians and see more people presenting to Emergency Departments.",Assertive-V,Liberal,,
2,This is more proof that Mr Turnbull’s harmful Medicare policies will drive up the costs of seeing a doctor for millions of Australians.,Assertive-V,Liberal,,
3,"One in 20 Australians already say they delay visiting their GP, or do not visit at all, because of cost.",Assertive,Liberal,,
4,Australia cannot afford to create barriers for anyone who needs to see their GP – delaying primary care will cause people to get sicker at a greater cost to the health care system.,Assertive,Liberal,,
5,The Australian Medical Association has estimated that many practices will need to charge patients $25 more because of Mr Turnbull’s Medicare policies.,Assertive-V,Liberal,,
6,Malcolm Turnbull’s health cuts will cost Australians every time they visit the doctor.,Assertive-V,Liberal,,
7,But they will cost our nation much more – our universal health system.,Assertive-V,Liberal,,
8,"According to the Royal Australian College of GPs, 14.5 million Australians will have to pay more to see the doctor.",Assertive-V,Liberal,,
9,This is Medicare under attack and privatisation by stealth.,Assertive-V,Liberal,,
10,It is clear Mr Turnbull wants to head down the same path as America when it comes to our health system.,Assertive-V,Liberal,,
11,Australians have two days left to vote to save Medicare.,Assertive,Labor,,
12,Only Labor will save Medicare.,Assertive,Labor,,
