Id,Sentence,Categories,Head,Target Party,Specificity,Split
1,A Shorten Labor Government will rollout Fibre-to-the-Premises to up to two million additional Australian homes and businesses.,Commissive-A,7,Labor,Specific,
2,The Liberals have doubled the cost of their second rate NBN up to $56 billion.,Assertive-S,3#4,Liberal,,
3,A Shorten Labor Government will cap the total funding for the NBN at $57 billion.,Commissive-A,,Labor,Specific,
4,Labor will spend exactly the same amount of public funding on the NBN as the Liberals.,Commissive-A,3#5#6,Labor,Specific,
5,There will be no impact on the budget from this announcement.,Assertive-V,7,Labor,,
6,The public equity contribution will be the same regardless of who wins the election.,Assertive-V,7,Labor,,
7,The difference is that up to two million more Australians will get a Fibre-to-the-Premises NBN under Labor.,Assertive-V,,Labor,,
8,The rollout of Malcolm Turnbull’s second rate copper NBN—Fibre-to-the-Node—will be phased out.,Commissive-A,1,Labor,Specific,
9,Construction of Fibre-to-the-Node will cease when the current pipeline of construction work is completed and design and construction of Fibre-to-the-Premises is scaled back up.,Commissive-A,8,Labor,Specific,
10,"Labor will also commission Infrastructure Australia, with input from relevant experts, to manage the development of a plan that outlines how and when the parts of Australia left with Mr Turnbull’s second rate NBN should be transitioned to Fibre-to-the-Premises.",Commissive-A,9,Labor,Specific,
11,This plan will be commissioned in the first term of a Shorten Labor Government.,Commissive-A,10,Labor,Specific,
12,"A Shorten Labor Government will complete the initial rollout of the NBN by 30 June 2022, the same time the Liberals’ second rate NBN is likely to be complete.",Commissive-A,10,Labor,Specific,
13,Malcolm Turnbull has made a mess of the NBN.,Assertive-V,26,Liberal,,
14,<LIST> In the last three years :,Assertive,13,Liberal,,1.0
15,<li> The cost of his second rate NBN has nearly doubled. </li> ,Assertive-V,13,Liberal,,
16,<li> The time it will take to build has more than doubled. </li> ,Assertive-V,13,Liberal,,
17,<li> Australia has dropped from 30th in the world for internet speeds to 60th. </li>  </LIST>,Assertive,13,Liberal,,
18,Malcolm Turnbull promised he could build a second rate copper NBN for $29.5 billion.,Assertive-S,19,Liberal,,
19,This has now blown out to up to $56 billion.,Assertive-V,15,Liberal,,
20,He also promised everyone in Australia would have access to the NBN this year.,Assertive-S,21,Liberal,,
21,Currently less than 20 per cent of Australians have access to the NBN—a long way short of the 100 per cent he promised.,Assertive-V,16,Liberal,,
22,"Worst of all, many Australians are getting a slower, second rate copper NBN that will not meet their needs into the future.",Assertive-V,17#24#25,Liberal,,
23,Fast broadband creates jobs.,Assertive,24#25,Other,,
24,But you can’t have an innovation boom while you are still buffering.,Assertive,26,Liberal,,
25,"Australia’s global competitiveness will suffer as Malcolm Turnbull continues to roll out his second rate copper NBN, and opportunities for Australian enterprise and innovation will be lost to overseas markets—and the jobs will follow.",Assertive,26,Liberal,,
26,Malcolm Turnbull’s second rate NBN is holding Australia back.,Assertive-V,27,Liberal,,
27,A Labor Government will fix Malcolm Turnbull’s mess and build the NBN we need to meet the needs of the future and create the jobs of the future.,Commissive-A,1,Labor,Vague,
