Id,Sentence,Categories,Target Party,Specificity,Split
1,As part of Bill Shorten’s attack on business he plans to increase the Capital Gains Tax by 50 percent.,Assertive-S,Labor,,
2,He would have people believe that this would only be for housing.  ,Assertive,Labor,,
3,It is not.,Assertive-V,Labor,,
4,The CGT increase would burrow into the economy in ways that Mr Shorten would prefer people and businesses not to know.,Assertive-V,Labor,,
5,It is a tax change on the broader economy by stealth.,Assertive-V,Labor,,
6,<LIST> Labor will increase the capital gains tax rate by 50 per cent on the following asset types :,Assertive-S,Labor,,1.0
7,<li> shares in a company </li> ,Assertive,Labor,,1.0
8,<li> units in a unit trust </li> ,Assertive,Labor,,1.0
9,<li> rights and options </li> ,Assertive,Labor,,1.0
10,<li> trust distributions </li> ,Assertive,Labor,,1.0
11,<li> convertible notes </li> ,Assertive,Labor,,1.0
12,<li> licences </li> ,Assertive,Labor,,1.0
13,<li> contractible rights </li> ,Assertive,Labor,,1.0
14,<li> collectables </li> ,Assertive,Labor,,1.0
15,<li> jewellery </li> ,Assertive,Labor,,1.0
16,<li> artwork </li> ,Assertive,Labor,,1.0
17,<li> the right to enforce a contractual obligation </li> ,Assertive,Labor,,1.0
18,<li> foreign currency </li> ,Assertive,Labor,,1.0
19,<li> interest in a partnership asset </li> ,Assertive,Labor,,1.0
20,<li> interest in a partnership that is not an interest in a partnership asset </li> </LIST>,Assertive,Labor,,
21,Mr Shorten thinks that increasing taxes on these investments will “help level the playing field for first home buyers competing with investors.” ,Assertive,Labor,,1.0
22,but what it will do is undermine discreet sectors of the business community.,Assertive-V,Labor,,
23,"Mr Shorten’s anti-business campaign is not empty campaign rhetoric, it has serious economic consequences – consequences the country could ill-afford if Labor wins the next election.",Assertive-V,Labor,,
24,"Labor’s changes would be bad for business, bad for investment and bad for jobs.",Assertive-V,Labor,,
