Id,Sentence,Categories,Target Party,Specificity,Split
1,A re-elected Turnbull Coalition Government will join with the Baird State Government to develop two major new gateways to the Far South Coast of NSW.,Commissive-A,Liberal,Specific,
2,"The joint commitment to expanding the Port of Eden and redeveloping Merimbula Airport will substantially increase interstate and international tourism and trade, driving regional jobs and growth.",Commissive-O,Liberal,,
3,"The $44 million Port of Eden expansion will enable the world’s largest cruise ships to dock on the NSW Far South Coast for the first time, providing direct access to thousands of international tourists and an important stopover between Sydney and Melbourne.",Commissive-O,Liberal,,
4,"The project is expected to create 86 ongoing jobs, including in the tourism, hospitality, aquaculture and stevedoring sectors.",Assertive-V,Liberal,,
5,"The $5.6 million upgrade of Merimbula Airport will enable larger planes to regularly service the Far South Coast from interstate capitals, while leveraging new international flight routes from Canberra.",Commissive-O,Liberal,,
6,These two vital projects are expected to see visitor numbers soar.,Assertive-V,Liberal,,
7,"They will provide more convenient travel and freight options for local businesses and residents, as well as more reliable health and emergency services.",Assertive-V,Liberal,,
8,Prime Minister Malcolm Turnbull said the expanded port and airport were important elements of his National Economic Plan.,Assertive-V,Liberal,,
9,"“These vital investments will create jobs, open new markets and expand opportunities on the Far South Coast,” Mr Turnbull said.",Assertive-V,Liberal,,
10,Mr Baird said his State Government was committed to delivering services that will unleash the economic potential of regional NSW.,Assertive-S,Liberal,,
11,"“This upgrade will trigger a range of benefits for locals and tourists and will not only reduce passenger congestion but paves the way for a better visitor experience, and more reliable health and emergency services,” Mr Baird said.",Assertive-V,Liberal,,
12,Member for Eden-Monaro Peter Hendy said the upgrade is crucial to support increased passenger and freight services.,Assertive-V,Liberal,,
13,It is the number one economic development priority of the Bega Shire and complements the previously announced $10m from the Federal Government for the Port of Eden redevelopment.,Assertive-V,Liberal,,
14,"“The Merimbula Airport upgrade is the number one economic development priority of the Bega Shire and the Port of Eden expansion will be transformative,” said Mr Hendy.",Assertive-V,Liberal,,
15,"“Together, they will open up enormous new tourism and trade opportunities for the Bega Valley.”",Assertive-V,Liberal,,
16,"The port expansion will include $29 million of new funding from the State Government as well as earlier commitments of $3 million from the State Government, $2 million from the Bega Council and $10 million from the Federal Government.",Commissive-A,Liberal,Specific,
17,The work is expected to be completed by 2018.,Commissive-A,Liberal,Specific,
18,"Work is expected to commence this year on the upgrade of Merimbula Airport, which comprises $1.2 million from the Federal Government and $4.4 million from the State Government.",Commissive-A,Liberal,Specific,
