Id,Sentence,Categories,Target Party,Specificity,Split
1,A re-elected Turnbull Coalition Government will help provide personalised treatments for children with high risk cancers through ground breaking high-tech research collaboration.,Commissive-A,Liberal,Vague,
2,"Australia has a proud history of medical research which has led to life-changing medical advancements, and saved millions of lives worldwide.",Assertive,Other,,
3,Important Australian discoveries include Sir Howard Florey’s production of penicillin and Professor Graeme Clark’s more recent development of the cochlear implant.,Assertive,Other,,
4,The Turnbull Government is committed to advancing Australia’s role in this world-leading medical research.,Commissive-O,Liberal,,
5,We will invest $20 million to help establish a national research collaboration called the Zero Childhood Cancer Initiative.,Commissive-A,Liberal,Specific,
6,"This Initiative, established by the Children’s Cancer Institute and the Sydney Children’s Hospital, will enhance our knowledge of genomic sequencing and provide faster, cheaper and more accurate diagnosis to inform the most appropriate clinical interventions.",Commissive-O,Liberal,,
7,Each year about 1000 children are diagnosed with cancer.,Assertive,Other,,
8,"Survival rates are improving, thanks to advances in technology and treatments, but each year there are still about 200 children who are diagnosed with forms of cancer that have no cure or do not respond to conventional treatments.",Assertive,Other,,
9,The Zero Childhood Cancer Initiative will be focused on children with untreatable cancers.,Commissive-A,Liberal,Specific,
10,The ultimate aim of this initiative is to push survival rates for childhood cancer up towards 100%.,Commissive-O,Liberal,,
11,"The initiative will also improve treatments for all childhood cancers, helping reduce the long-term effects of cancer-related therapies on survivors.",Assertive-V,Liberal,,
12,The Zero Childhood Cancer Initiative will establish a national network of clinical and research collaborators in every major city.,Commissive-A,Liberal,Specific,
13,"The network will give every child diagnosed with cancer access to the best therapy, tailored to their specific disease and individual genetic characteristics.",Commissive-O,Liberal,,
14,The initiative will help make Australia a world leader in personalised medicine for childhood cancer.,Assertive-V,Liberal,,
15,"It will add to the Coalition’s strong record of supporting medical research, ",Assertive-V,Liberal,,1.0
16,with investments of around $10 billion a year to deliver tangible outcomes.,Assertive-S,Liberal,,
17,"The Coalition has established the landmark Medical Research Future Fund, which will provide $1 billion a year once fully established.",Assertive-S,Liberal,,
18,"As part of the National Innovation and Science Agenda, the Coalition also created the Biomedical Translation Fund, by making $500 million of public and private funds available to boost and commercialise more biomedical discoveries.",Assertive-S,Liberal,,
19,Supporting cutting edge medical research and technologies will help to develop practical solutions to improve the health and wellbeing of Australians.,Assertive-V,Liberal,,
20,"It will also create many opportunities and new jobs, pushing forward the frontier of knowledge and supporting our economic plan for a more innovative and competitive nation.",Assertive-V,Liberal,,
