Id,Sentence,Categories,Head,Target Party,Specificity,Split
1,Labor and Mr Shorten's arbitrary doubling of Australia's Refugee and Humanitarian Programme is all about politics and was a crass attempt to win over the left on boat turn backs.,Assertive-V,,Labor,,
2,"About 70 per cent of Australia's migration programme is made up of skilled migrants and Australia’s annual net migration figure is approximately 190,000.",Assertive,4,Other,,
3,"In addition under the Refugee and Humanitarian Programme we accept 13,750 people per year.",Assertive,4,Other,,
4,We provide services to applicants who by definition come from war-torn countries and situations where people face persecution.,Assertive-S,,Liberal,,
5,"Our Government provides significant funding on settlement services to help people within the humanitarian and refugee programme with services such as education, training, accommodation, English language lessons and trauma counselling.",Assertive-S,4#7,Liberal,,
6,"Our programme grows gradually from 13,750 per annum. ",Assertive-S,5#7,Liberal,,
7,Labor’s decision to just double the figure ,Assertive-S,1#8#9,Labor,,1.0
8,was done solely for political purposes.,Assertive-V,1,Labor,,
9,There was no science in doubling the figure – it was purely done to try to win over the Left during the debate at ALP conference on boat turnbacks.,Assertive-V,1,Labor,,
10,<LIST> Here are the facts on people coming in through the Refugee and Humanitarian Programme:,Assertive,3#15,Other,,1.0
11,<li> 44 per cent of the female arrivals and 33 per cent of males do not understand spoken English prior to arrival </li>,Assertive,3#15,Other,,1.0
12,<li> 23 per cent of female arrivals and 17 per cent of males are illiterate in their own language </li>,Assertive,3#15,Other,,1.0
13,<li> 15 per cent have never attended school </li>,Assertive,3#15,Other,,1.0
14,<li> 46 per cent have never undertaken paid work </li> </LIST>,Assertive,3#15,Other,,
15,"Data from the Building a New Life in Australia study, the Longitudinal Study of Humanitarian Migrants (BLNA) which remains ongoing, indicates that humanitarian entrants face considerable economic and social challenges to settling successfully in Australia.",Assertive,22,Other,,
16,The BNLA found humanitarian settlers fill low skill and low paid occupations.,Assertive,15,Other,,
17,"Other studies have found that humanitarian entrants generally have poorer employment outcomes than other migrants, particularly in their early years of settlement.",Assertive,22,Other,,
18,The Australian Census Migrants Integrated Dataset shows that for humanitarian entrants 32 per cent are recording as being ‘in the labour force’ while 45 per cent were ‘not in the labour force’.,Assertive,17,Other,,
19,The Australian Bureau of Statistics found that in March the general Australian population had a Labour Force Participation Rate of 65 per cent.,Assertive,17,Other,,
20,"The Personal Income Tax Migrants Integrated Dataset indicates humanitarian visa holders reported income of around $25,000 well below the national average of just under $50,000 for Australian taxpayers.",Assertive,22,Other,,
21,During the data matching period less than 20 per cent of these humanitarian migrants submitted a tax return.,Assertive,22,Other,,
22,"What this shows is that it is vital to be able to provide the housing, employment, health and integration services that provide the base for these migrants to build a new, happy, healthy and successful life in our country – a process that can take years, even a generation.",Assertive,23#24,Liberal,,
23,A doubling of the Refuge and Humanitarian Programme annually as committed to by Labor would cost an estimated $2.5 billion dollars over the four year period of the Forward Estimates.,Assertive-V,8,Labor,,
24,"The Greens proposal to quadruple the intake to 50,000 annually would come at an estimated cost of $7 billion dollars over the Forward Estimates.",Assertive-V,,Other,,
25,Australia is already one of the most generous nations in resettling refugees.,Assertive,29,Other,,
26,We rank in the top three nations for providing permanent resettlement of those most in need from around the world.,Assertive,29,Other,,
27,"Refugees and humanitarian entrants are selected not because they have skills, but because they face persecution or serious discrimination.",Assertive,29,Other,,
28,Many will have been denied basic services such as health and education in their own country and will have suffered trauma or torture for years.,Assertive,29,Other,,
29,"Given those circumstances, we should not be surprised that entrants under the Refugee and Humanitarian Programme need considerable and specialist long term support to settle into our country.",Assertive,30,Other,,
30,"That is why the Government is committed so strongly to funding settlement services, but it comes at a cost.",Assertive,31,Liberal,,
31,The size and composition of the Refugee and Humanitarian Programme is carefully considered annually to ensure sufficient resources are available to successfully process and integrate those fleeing persecution.,Assertive,32,Liberal,,
32,The Labor/Greens proposals risk jeopardising settlement outcomes.,Assertive-V,23#24,Labor,,
33,Australians support an organised migration programme; Australia is a nation of immigrants.,Assertive,34,Other,,
34,But the programme needs to remain manageable and acceptable to maintain that support from the broad Australian population.,Assertive,31,Liberal,,
35,"Australia has proudly and successfully resettled more than 825,000 refugees and others in humanitarian needs since World War II and we have the capacity to continue this generosity in a managed process.",Assertive,34#36,Other,,
36,To assert that virtually overnight you can double (Labor) or quadruple (The Greens) – on an annual basis – this intake of vulnerable people with many special needs is the height of irresponsibility and jeopardises the current community support for the refugee programme.,Assertive-V,32,Labor,,
37,"One only has to look at the influx of more than 50,000 people illegally on boats during the last Labor Government to see how unrealistic both the Labor and Greens proposals are.",Assertive-V,36,Labor,,
38,The Department of Immigration and Border Protection will take at least the next three years to simply process these people.,Assertive-V,36,Labor,,
39,"The special intake of 12,000 Syrians and Iraqis from the war-torn Middle East will take a number of programme years, simply because we cannot cut corners in regards to the various checks, but particularly security checks, that we must carry out on people before we offer them the opportunity to resettle in Australia.",Assertive-V,38#41,Liberal,,
40,The Government has committed over $800 million to this special intake alone.,Assertive-S,39,Liberal,,
41,We live in a dangerous and uncertain world in terms of security and we need appropriate processes in place to ensure we are assisting those most in need with the least prospect of returning to their previous lives.,Assertive,43,Liberal,,
42,One only has to look at the recent events in Europe to realise that secure borders and organised migration are vitally important to the security of any nation.,Assertive,43,Liberal,,
43,Only the Coalition is committed to strong border protection policies to keep Australia as safe and secure as is possible.,Assertive,,Liberal,,
