Id,Sentence,Categories,Head,Target Party,Specificity,Split
1,Temporary Protection Visas are a vital measure in stopping the boats – along with boat turnbacks and regional processing – a key pillar in halting the flow of illegal boat arrivals to Australia.,Assertive-V,3,Liberal,,
2,"After its disastrous time in government which saw 800 boats bring more than 50,000 illegal maritime arrivals to Australia,",Assertive-V,3,Labor,,1.0
3,Labor now admits the Coalition’s Operation Sovereign Borders is effective – it has stopped the boats.,Assertive-V,4#6,Liberal,,
4,Mr Shorten says Labor’s policies are the same as the Turnbull Government.,Assertive,10,Labor,,
5,“Our policy is the same as the Government’s.” Rockhampton Press Conference – 12 May 2016.,Assertive,4,Labor,,
6,His Immigration spokesman Richard Marles says Labor is on a “unity ticket” with the Government.,Assertive,10,Labor,,
7,“It is fair to say what you said then.,Assertive,6,Labor,,
8,It is a unity ticket.”,Assertive,6,Labor,,
9,Radio 3AW – 12 March 2016.,Assertive,6,Labor,,
10,These claims are simply not true.,Assertive,13,Labor,,
11,Labor has pledged to abolish Temporary Protection Visas (TPVs).,Assertive-V,13,Labor,,
12,It opposed and delayed the Coalition’s re-introduction of TPVs.,Assertive-S,13,Labor,,
13,"Mr Shorten cannot attempt to deceive Australians by saying Labor, in government, will adopt the Coalition’s policies and keep the boats stopped.",Assertive,18,Labor,,
14,"Thirty thousand of the 50,000 illegal maritime arrivals under Labor are still being processed.",Assertive-V,15,Labor,,
15,"Under the Coalition they will be placed on a TPV, or if not owed protection, returned to their country of origin.",Commissive-A,16,Liberal,Specific,
16,Mr Shorten must explain how Labor will deal with them.,Assertive,18,Labor,,
17,Will Labor automatically hand them the right to permanent residence in Australia?,Interrogative,16,Labor,,
18,It’s time for Mr Shorten to level with the Australian people.,Assertive,24,Labor,,
19,Labor is not on a unity ticket to keep the boats stopped – as Ms Plibersek has highlighted on several occasions.,Assertive,24,Labor,,
20,“Absolutely not. ,Assertive,19,Labor,,
21,All of these candidates have said that they support Labor Party policy.,Assertive,19,Labor,,
22,What they don't like is Liberal Party policy.”,Assertive,19,Labor,,
23,"Brisbane Doorstop Interview, 16 May 2016",Assertive,20#21#22,Labor,,1.0
24,The boats will start again under a Labor Government – it’s the same old Labor.,Assertive-V,,Labor,,
