Id,Sentence,Categories,Head,Target Party,Specificity,Split
1,A Shorten Labor Government will give a three-part guarantee that will ensure Medicare is protected for future generations.,Commissive-A,,Labor,Specific,
2,<LIST> Labor’s Medicare Guarantee includes:,Commissive-A,3#4#5,Labor,Vague,1.0
3,<li> 1. Abolishing Mr Turnbull’s GP Tax by stealth. </li>,Commissive-A,1,Labor,Specific,
4,"<li> 2. Scrapping Mr Turnbull’s $5 increase in prescription costs, saving the average Australian family with two healthy kids more than $400 a year in essential healthcare costs. </li>",Commissive-A,1,Labor,Specific,
5,<li> 3. Legislating to ensure Medicare remains in public hands. </li> </LIST>,Commissive-A,1,Labor,Specific,
6,"Labor created Medicare,",Assertive-S,7,Labor,,1.0
7,"and we will always fight for it to remain a public, universal healthcare system.",Commissive-A,1,Labor,Vague,
8,The Abbott-Turnbull Government has launched repeated attacks on Medicare.,Assertive-S,,Liberal,,
9,<LIST> Prime Minister Malcolm Turnbull’s shameful record on Medicare includes:,Assertive-S,10#11#12,Liberal,,1.0
10,"<li> Supporting Tony Abbott’s GP Tax by stealth and extending it for a further two years in this year’s Budget, even though he is at odds with Health Minister Sussan Ley. </li>",Assertive-S,8#13,Liberal,,
11,"<li> Increasing the cost of prescriptions by up to $5 per script, hitting the chronically ill and neediest people in our society. </li>",Assertive-S,8#13,Liberal,,
12,<li> Establishing a secret taskforce to privatise the Medicare payments system. </li> </LIST>,Assertive-S,8#13,Liberal,,
13,Make no mistake – Malcolm Turnbull wants to destroy Medicare.,Assertive-V,14,Liberal,,
14,"Under a Turnbull Government, everyone will pay more for basic healthcare.",Assertive-V,,Liberal,,
15,"The Liberals have already privatised Medibank,",Assertive-S,8#16,Liberal,,1.0
16,now Mr Turnbull wants to privatise Medicare payments.,Assertive-V,17,Liberal,,
17,"Behind closed doors, the Government has been working for 18 months to sell off the Medicare payments system to a private provider.",Assertive-V,18#19#20#21,Liberal,,
18,"This will jeopardise the confidentiality of personal patient records for every Australian, and put the jobs of 1,400 workers at risk.",Assertive-V,,Liberal,,
19,"Worst of all, it is the first step towards the privatising the whole Medicare system.",Assertive-V,,Liberal,,
20,"Unlike a publicly-run system, contracted providers will be motivated by profit, not the needs of patients.",Assertive-V,,Liberal,,
21,Mr Turnbull has given no indication of who might be entrusted with such sensitive work – ,Assertive,22#23,Liberal,,1.0
22,private health insurers?,Assertive,24,Liberal,,
23,The big banks?,Assertive,24,Liberal,,
24,Australians are totally in the dark.,Assertive-V,25,Liberal,,
25,"Australians do not want to see a creeping Americanisation of our health system, where your access to basic healthcare depends on your capacity to pay.",Assertive,28,Other,,
26,Australia has one of the most efficient health systems in the world.,Assertive,27,Other,,
27,Australia invests around 9 per cent of Gross Domestic Product in health care.,Assertive,30,Other,,
28,"The US, one of the only industrialised countries not to provide universal health, spends around 18 per cent of its GDP on health care.",Assertive,29,Other,,
29,"Despite spending almost double what Australia spends, the US is flagging dramatically when it comes to life expectancy and overall wellness.",Assertive,30,Other,,
30,We do not want to replicate the American system.,Assertive,31,Labor,,
31,"Only Labor believes access to basic healthcare should rely on your Medicare card, not your credit card.",Assertive,32,Labor,,
32,Labor will introduce legislation in our first 100 days of government to protect Medicare.,Commissive-A,1,Labor,Specific,
33,Labor will introduce a special Act of Parliament to enshrine public ownership of Medicare in law.,Commissive-A,32#34,Labor,Specific,
34,This Act will codify Labor’s commitment to keep Medicare in public hands and prohibit the privatisation of the Medicare payments system.,Commissive-O,38,Labor,,
35,Legislating to protect Medicare has not happened before in its 41-year history.,Assertive,36,Labor,,
36,But it has never faced such sustained attack from a Liberal government.,Assertive,37,Labor,,
37,The repeated threats to Medicare posed by the Abbott-Turnbull government make such an unprecedented step necessary.,Assertive,38,Liberal,,
38,Only Labor will fight for Medicare and defend it from Liberal attack.,Assertive,39,Labor,,
39,"Only Labor will ensure that our universal public healthcare system, so vital to so many Australians, is guaranteed for future generations.",Assertive,,Labor,,
