Id,Sentence,Categories,Head,Target Party,Specificity,Split
1,Labor is today releasing its positive plan for Queensland.,Assertive,3#5#6,Labor,,
2,Queenslanders deserve a Federal Government that invests in local jobs and improves living standards.,Assertive,1,Labor,,
3,Labor has a plan to build the job-creating infrastructure that will create jobs and drive the Queensland economy for the next generation.,Commissive-A,4#21#24,Labor,Vague,
4,The projects we’re backing will create local jobs for local people – and guarantee a start for more apprentices.,Assertive-V,,Labor,,
5,"We will help small businesses grow with our New Jobs Tax Cut, so more Queenslanders can fulfil their potential in the workforce.",Commissive-A,21#24,Labor,Specific,
6,"Labor will stand up for Queensland families, protecting Medicare from the Turnbull Government’s plans to cut it, undermine it and privatise it.",Commissive-A,21#24,Labor,Specific,
7,We have developed more than 100 positive policies for Queensland families.,Assertive,8#24,Labor,,
8,<LIST> A Shorten Labor Government will:,Assertive,9#10#11#12#13#14#15#16#17#19#20,Labor,,1.0
9,"<li> Invest in infrastructure projects including $100 million towards building a first class Townsville Stadium in partnership with the Queensland Labor Government, and $800 million towards the Brisbane Cross River Rail Project, which will create 8,000 new local jobs, including 800 apprenticeships. </li> ",Commissive-A,3,Labor,Specific,
10,"<li> Commit $418 million to improve road safety, create more than 1,000 jobs and boost productivity for North and Central Queenslanders, including $80 million for the Gladstone Port Access Road and $150 million for the Walkerston Bypass. </li> ",Commissive-A,3,Labor,Specific,
11,"<li> Implement our Great Barrier Reef Plan, which will be supported by a fund of $500 million over five years. </li> ",Commissive-A,3,Labor,Specific,
12,"<li> Allocate $1 billion from the Northern Australia Infrastructure Facility to a Northern Australian Tourism Infrastructure Fund, to boost partnerships with the tourism sector and provide incentives for investment in new and upgraded tourism infrastructure across Queensland north of the Tropic of Capricorn, as well as in Gladstone. </li> ",Commissive-A,3,Labor,Specific,
13,"<li> Double the number of Indigenous rangers employed under the Indigenous Rangers – Working on Country Program, boosting jobs and environmental stewardship in remote areas. </li> ",Commissive-A,3,Labor,Specific,
14,"<li> Deliver a New Jobs Tax Cut for Queensland small businesses, encouraging employers to offer people aged under 25 a first opportunity and workers over 55 a second chance. </li> ",Commissive-A,5,Labor,Specific,
15,<li>  Fight to protect penalty rates for some of Queensland’s lowest paid workers. </li> ,Commissive-A,5,Labor,Specific,
16,"<li> Protect Medicare – Labor will reverse the Liberals’ freeze on the Medicare Benefits Schedule, meaning an average family with two children in Queensland will be $400 a year better off. </li> ",Commissive-A,6,Labor,Specific,
17,<li> Invest in hospitals – Labor will increase funding for Queensland hospitals. ,Commissive-A,6#18,Labor,Vague,
18,Hospitals in Queensland can expect to receive about $400 million more over the next four years than they would under the Liberals. </li> ,Assertive-V,,Labor,,
19,"<li> Deliver child care support that is faster, fairer and more affordable – many of the 134,000 families in Queensland who rely on the Child Care Rebate will be up to $1,627 a year better off. </li> ",Commissive-A,6,Labor,Vague,
20,"<li> Invest in our nation’s schools including $725 million more in targeted, needs based funding for Queensland schools in 2018 and 2019. </li> </LIST>",Commissive-A,6,Labor,Specific,
21,These are just some of our positive policies for Queensland.,Assertive,,Labor,,
22,"This election, there is a clear choice for Queenslanders.",Assertive,,Labor,,
23,"Malcolm Turnbull and the Liberals will cut local schools and destroy Medicare, while recklessly spending $50 billion on a tax break for banks and big business.",Assertive-V,22,Labor,,
24,"A Shorten Labor Government will save Medicare, improve schools, invest in job-creating infrastructure and protect middle and working class families.",Commissive-A,22,Labor,Vague,
