Id,Sentence,Categories,Target Party,Specificity,Split
1,"Today’s reports of the CFMEU holding the Gold Coast Commonwealth Games construction sites to ransom, once again highlights the urgent need to re-establish the Australian Building and Construction Commission (ABCC).",Assertive,Liberal,,
2,"The fact the CFMEU’s militant tactics are costing jobs, hurting small businesses and putting the Games at risk is extremely concerning.",Assertive,Liberal,,
3,"The fact taxpayers’ money is being wasted and Australia’s international reputation put at risk, makes the CFMEU’s actions even more galling.",Assertive,Liberal,,
4,"Hardworking Australians would simply shake their heads at pictures of CFMEU workers lying around in a Gold Coast park for four hours each day, funded by taxpayers.",Assertive,Liberal,,
5,"This is the type of inefficient and unproductive practice that would be prevented under the Coalition’s Fair and Lawful Building Sites Code, which will be delivered under the ABCC legislation.",Commissive-A,Liberal,Specific,
6,"The simple fact is infrastructure is up to 30 per cent more expensive, because we no longer have an effective watchdog to enforce the law on building sites.",Assertive,Liberal,,
7,"That’s why the Coalition will reintroduce the ABCC, to restore the rule of law in the construction industry, which employs more than one million Australians.",Commissive-A,Liberal,Specific,
8,"Unfortunately, what we’re seeing on the Gold Coast is all too common, in an industry where lawlessness is rife. ",Assertive,Liberal,,
9,It will be even more common if Bill Shorten is elected.,Assertive-V,Labor,,
10,"Since Labor abolished the ABCC, ",Assertive-S,Labor,,1.0
11,the number of working days lost to industrial disputes in the construction industry has increased by 35 per cent.,Assertive-V,Labor,,
12,"There are now over 100 CFMEU officials before the courts for over 1,000 alleged breaches of workplace laws.",Assertive-V,Labor,,
13,"Re-establishing the ABCC is critical for jobs, growth and our transition to a strong new economy.",Assertive,Liberal,,
14,Restoring the rule of law to the construction industry is also critical for Australia’s ability to afford the infrastructure of the 21st century.,Assertive,Liberal,,
